,nome,verso
0,À Beira do Pantanal,Foi lá na beira do Pantanal
1,À Beira do Pantanal,Seu corpo tão belo enterrei
2,À Beira do Pantanal,Foi lá que eu matei minha amada
3,À Beira do Pantanal,Sua voz na lembrança eu guardei:
4,À Beira do Pantanal,"""Por que, meu querido"
5,À Beira do Pantanal,"Por que, meu amor"
6,À Beira do Pantanal,Cravaste em mim teu punhal?
7,À Beira do Pantanal,Meu peito tão jovem sangrando assim
8,À Beira do Pantanal,"Por que esse golpe mortal?"""
9,À Beira do Pantanal,Assassinei quem amava
10,À Beira do Pantanal,Num gesto sagrado de amor
11,À Beira do Pantanal,O sangue que dela jorrava
12,À Beira do Pantanal,A sede da terra acalmou
13,À Beira do Pantanal,E lá onde jaz o seu corpo
14,À Beira do Pantanal,Cresceu junto com o capim
15,À Beira do Pantanal,Seus lindos cabelos negros que eu
16,À Beira do Pantanal,Regava como um jardim
17,À Beira do Pantanal,A lei dos homens me condenou:
18,À Beira do Pantanal,Perpétua será tua prisão
19,À Beira do Pantanal,Porque foi eu mesmo quem calou
20,À Beira do Pantanal,Com aço aquele coração
21,À Beira do Pantanal,E eu preso aqui nessa cela
22,À Beira do Pantanal,Deixando minha vida passar
23,À Beira do Pantanal,Ainda escuto a voz dela
24,À Beira do Pantanal,No vento que vem perguntar:
25,À Beira do Pantanal,"""Por que, meu querido"
26,À Beira do Pantanal,"Por que, meu amor"
27,À Beira do Pantanal,Cravaste em mim teu punhal?
28,À Beira do Pantanal,Meu peito tão jovem sangrando assim
29,À Beira do Pantanal,Por que esse golpe mortal?
30,À Beira do Pantanal,Cravaste em mim teu punhal
31,À Beira do Pantanal,Por que esse golpe mortal??
32,A Geração da Luz,Eu já ultrapassei a barreira do som
33,A Geração da Luz,Fiz o que pude às vezes fora do tom
34,A Geração da Luz,Mas a semente que eu ajudei a plantar já nasceu
35,A Geração da Luz,Eu vou
36,A Geração da Luz,Eu vou m'embora apostando em vocês
37,A Geração da Luz,Meu testamento deixou minha lucidez
38,A Geração da Luz,Vocês vão ver um mundo bem melhor que o meu
39,A Geração da Luz,Quando algum profeta vier lhe contar
40,A Geração da Luz,Que o nosso sol tá prestes a se apagar
41,A Geração da Luz,Mesmo que pareça que não há mais lugar
42,A Geração da Luz,Vocês ainda têm
43,A Geração da Luz,Vocês ainda têm
44,A Geração da Luz,A velocidade da luz pra alcançar
45,A Geração da Luz,Vocês ainda têm
46,A Geração da Luz,Vocês ainda têm
47,A Geração da Luz,A velocidade da luz pra alcançar
48,A Geração da Luz,Então vai lá!
49,A Geração da Luz,"Além, depois dos velhos preconceitos morais"
50,A Geração da Luz,"Dos calabouços, bruxas e temporais"
51,A Geração da Luz,Onde o passado transcendeu a um reinado de paz
52,A Geração da Luz,Vocês serão o oposto dessa estupidez
53,A Geração da Luz,Aventurando tentar outra vez
54,A Geração da Luz,A geração da luz é a esperança no ar
55,A Geração da Luz,Quando algum profeta vier lhe contar
56,A Geração da Luz,Que o nosso sol tá prestes a se apagar
57,A Geração da Luz,Mesmo que pareça que não há mais lugar
58,A Geração da Luz,Vocês ainda têm
59,A Geração da Luz,Vocês ainda têm
60,A Geração da Luz,A velocidade da luz pra alcançar
61,A Geração da Luz,Vocês ainda têm
62,A Geração da Luz,Vocês ainda têm
63,A Geração da Luz,A velocidade da luz pra alcançar
64,A Hora do Trem Passar,Você tão calada e eu com medo de falar
65,A Hora do Trem Passar,Já não sei se é hora de partir ou de chegar
66,A Hora do Trem Passar,Onde eu passo agora não consigo te encontrar
67,A Hora do Trem Passar,Ou você já esteve aqui ou nunca vai estar
68,A Hora do Trem Passar,"Tudo já passou, o trem passou, o barco vai"
69,A Hora do Trem Passar,Isso é tão estranho que eu nem sei como explicar
70,A Hora do Trem Passar,"Diga, meu amor, pois eu preciso escolher"
71,A Hora do Trem Passar,"Apagar as luzes, ficar perto de você"
72,A Hora do Trem Passar,Ou aproveitar a solidão do amanhecer
73,A Hora do Trem Passar,Pra ver tudo aquilo que eu tenho que saber
74,A Ilha da Fantasia,Vamos logo que já tá na hora de zarpar
75,A Ilha da Fantasia,Vem sem medo que não vamos naufragar
76,A Ilha da Fantasia,Navegador!
77,A Ilha da Fantasia,"Não se esqueça, meu amigo, de chamar o seu vizinho"
78,A Ilha da Fantasia,Navegador!
79,A Ilha da Fantasia,Vê se na praça tem alguém para vir
80,A Ilha da Fantasia,"A barca de Noé já vai partir, navegador"
81,A Ilha da Fantasia,A barca de Noé já vai partir
82,A Ilha da Fantasia,Navegador!
83,A Ilha da Fantasia,"Não se esqueça, meu amigo, de chamar o seu vizinho"
84,A Ilha da Fantasia,Navegador!
85,A Ilha da Fantasia,Vê se na praça tem alguém pra vir
86,A Ilha da Fantasia,"A barca de Noé tá pra sair, navegador"
87,A Ilha da Fantasia,A barca de Noé já vai partir
88,A Ilha da Fantasia,Vamos escolher bem melhores condições
89,A Ilha da Fantasia,Longe desse triste carnaval de ilusões
90,A Ilha da Fantasia,Navegador!
91,A Ilha da Fantasia,Deixa os que sonham em ser felizes
92,A Ilha da Fantasia,Habitando o paraíso
93,A Ilha da Fantasia,Navegador!
94,A Ilha da Fantasia,Já faz tempo que esperou
95,A Ilha da Fantasia,Vivendo sob leis que não criou
96,A Ilha da Fantasia,Navegador
97,A Ilha da Fantasia,Vivendo sob as leis que não criou
98,A Lei,Todo homem tem direito
99,A Lei,De pensar o que quiser
100,A Lei,Todo homem tem direito
101,A Lei,De amar a quem quiser
102,A Lei,Todo homem tem direito
103,A Lei,De viver como quiser
104,A Lei,Todo homem tem direito
105,A Lei,De morrer quando quiser
106,A Lei,Direito de viver
107,A Lei,Viajar sem passaporte
108,A Lei,Direito de pensar
109,A Lei,De dizer e de escrever
110,A Lei,Direito de viver pela sua própria lei
111,A Lei,Direito de pensar de dizer e de escrever
112,A Lei,Direito de amar
113,A Lei,Como e com quem ele quiser
114,A Lei,A lei do forte
115,A Lei,Essa é a nossa lei e a alegria do mundo
116,A Lei,"Faz o que tu queres, há de ser tudo da lei"
117,A Lei,Fazes isso e nenhum outro dirá não
118,A Lei,Pois não existe Deus senão o homem
119,A Lei,Todo o homem tem o direito de viver a não ser pela sua própria lei
120,A Lei,Da maneira que ele quer viver
121,A Lei,De trabalhar como quiser e quando quiser
122,A Lei,De brincar como quiser
123,A Lei,Todo homem tem direito de descansar como quiser
124,A Lei,De morrer como quiser
125,A Lei,O homem tem direito de amar como ele quiser
126,A Lei,De beber o que ele quiser
127,A Lei,De viver aonde quiser
128,A Lei,De mover-se pela face do planeta livremente sem passaportes
129,A Lei,"Porque o planeta é dele, o planeta é nosso"
130,A Lei,"O homem tem direito de pensar o que ele quiser, de escrever o que ele quiser"
131,A Lei,"De desenhar, de pintar, de cantar, de compor o que ele quiser"
132,A Lei,Todo homem tem o direito de vestir-se da maneira que ele quiser
133,A Lei,"O homem tem o direito de amar como ele quiser, tomai vossa sede de amor, como quiseres e com quem quiseres"
134,A Lei,Há de ser tudo da lei
135,A Lei,E o homem tem direito de matar todos aqueles que contrariarem a esses direitos
136,A Lei,"O amor é a lei, mas amor sob vontade"
137,A Lei,Os escravos servirão
138,A Lei,Viva a sociedade alternativa
139,A Lei,Viva viva
140,A Lei,"Direito de viver, viajar sem passaporte"
141,A Lei,Direito de pensar de dizer e de escrever
142,A Lei,Direito de viver pela sua própria lei
143,A Lei,Direito de pensar de dizer e de escrever
144,A Lei,"Direito de amar, como e com quem ele quiser"
145,A Lei,Todo homem tem direito
146,A Lei,De pensar o que quiser
147,A Lei,Todo homem tem direito
148,A Lei,De amar a quem quiser
149,A Lei,Todo homem tem direito
150,A Lei,De viver como quiser
151,A Lei,Todo homem tem direito
152,A Lei,De morrer quando quiser
153,A Maçã,Se esse amor
154,A Maçã,Ficar entre nós dois
155,A Maçã,Vai ser tão pobre amor
156,A Maçã,Vai se gastar
157,A Maçã,Se eu te amo e tu me amas
158,A Maçã,Um amor a dois profana
159,A Maçã,O amor de todos os mortais
160,A Maçã,Porque quem gosta de maçã
161,A Maçã,Irá gostar de todas
162,A Maçã,Porque todas são iguais
163,A Maçã,Se eu te amo e tu me amas
164,A Maçã,E outro vem quando tu chamas
165,A Maçã,Como poderei te condenar
166,A Maçã,Infinita tua beleza
167,A Maçã,Como podes ficar presa
168,A Maçã,Que nem santa num altar
169,A Maçã,Quando eu te escolhi
170,A Maçã,Para morar junto de mim
171,A Maçã,Eu quis ser tua alma
172,A Maçã,"Ter seu corpo, tudo enfim"
173,A Maçã,Mas compreendi
174,A Maçã,Que além de dois existem mais
175,A Maçã,Amor só dura em liberdade
176,A Maçã,O ciúme é só vaidade
177,A Maçã,"Sofro, mas eu vou te libertar"
178,A Maçã,O que é que eu quero
179,A Maçã,Se eu te privo
180,A Maçã,Do que eu mais venero
181,A Maçã,Que é a beleza de deitar
182,A Maçã,Quando eu te escolhi
183,A Maçã,Para morar junto de mim
184,A Maçã,Eu quis ser tua alma
185,A Maçã,"Ter seu corpo, tudo enfim"
186,A Maçã,Mas compreendi
187,A Maçã,Que além de dois existem mais
188,A Maçã,Amor só dura em liberdade
189,A Maçã,O ciúme é só vaidade
190,A Maçã,"Sofro, mas eu vou te libertar"
191,A Maçã,O que é que eu quero
192,A Maçã,Se eu te privo
193,A Maçã,Do que eu mais venero
194,A Maçã,Que é a beleza de deitar
195,A Pedra do Gênesis,"""No fundo do oceano existe um baú"
196,A Pedra do Gênesis,Que guarda o segredo almejado desde a aurora dos tempos
197,A Pedra do Gênesis,"Por gênios, sábios, alquimistas e conquistadores"
198,A Pedra do Gênesis,Eu conheci esse baú num estranho ritual reservado a poucos
199,A Pedra do Gênesis,"Hoje eu posso enfim revelar que essa busca de séculos foi em vão"""
200,A Pedra do Gênesis,"A Pedra do Gênesis, a Pedra do Gênesis"
201,A Pedra do Gênesis,"Está bem aqui e agora, a Pedra do Gênesis"
202,A Pedra do Gênesis,Você pode tocar
203,A Pedra do Gênesis,É a escada do seu velho sonho
204,A Pedra do Gênesis,Que vai dar sempre onde começou
205,A Pedra do Gênesis,É a chave do maior poder
206,A Pedra do Gênesis,Que não vale um chiclete
207,A Pedra do Gênesis,"Que alguém mascou, mascou"
208,A Pedra do Gênesis,"A Pedra do Gênesis, a Pedra do Gênesis"
209,A Pedra do Gênesis,"Está bem aqui e agora, a Pedra do Gênesis"
210,A Pedra do Gênesis,Você pode tocar
211,A Pedra do Gênesis,É a Pedra de cada dia
212,A Pedra do Gênesis,Que está no chão de qualquer lugar
213,A Pedra do Gênesis,Aonde o mendigo pisa
214,A Pedra do Gênesis,E o santo cospe quando passa nessa pedra
215,A Pedra do Gênesis,"A Pedra do Gênesis, a Pedra do Gênesis"
216,A Pedra do Gênesis,"Está bem aqui e agora, a Pedra do Gênesis"
217,A Pedra do Gênesis,Você pode tocar
218,A Pedra do Gênesis,É Deus traçando linhas tortas
219,A Pedra do Gênesis,É mais um que nasce e começa a morrer
220,A Pedra do Gênesis,"Jogando jogo da velha, o jogo da guerra"
221,A Pedra do Gênesis,"Sem poder vencer, sem vencer"
222,A Pedra do Gênesis,"A Pedra do Gênesis, a Pedra do Gênesis"
223,A Pedra do Gênesis,"Está bem aqui e agora, a Pedra do Gênesis"
224,A Pedra do Gênesis,"Você pode tocar, a Pedra do Gênesis"
225,A Reluctant Messiah,There upon  a time the was a man
226,A Reluctant Messiah,"A common man, like any other"
227,A Reluctant Messiah,He had played childish games
228,A Reluctant Messiah,"Grown up, became master in having fair"
229,A Reluctant Messiah,But there was something funny about him
230,A Reluctant Messiah,He remembered to had live another life
231,A Reluctant Messiah,In other distant worlds
232,A Reluctant Messiah,And those beliefs made him up
233,A Reluctant Messiah,"And, since he believed in himself"
234,A Reluctant Messiah,He became the wisest one
235,A Reluctant Messiah,"The people, urgind miracles"
236,A Reluctant Messiah,Started to call him God
237,A Reluctant Messiah,Oh! many ilusions
238,A Reluctant Messiah,Oh! many ilusions
239,A Reluctant Messiah,In the lights of the sunset
240,A Reluctant Messiah,"In the lights of the sunset,"
241,A Reluctant Messiah,How many secrets there are?
242,A Reluctant Messiah,"And while he was working,"
243,A Reluctant Messiah,"On the job he had chosen,"
244,A Reluctant Messiah,A huge crowd used to form
245,A Reluctant Messiah,Asking him about the lifes secret
246,A Reluctant Messiah,And he answered simply
247,A Reluctant Messiah,"""the destiny is made by us"
248,A Reluctant Messiah,It's us who make our fate
249,A Reluctant Messiah,"If you have an able mind"""
250,A Reluctant Messiah,"Seeing that people are confused,"
251,A Reluctant Messiah,(that's awful they followed him more and more)
252,A Reluctant Messiah,He fled alone to the forest
253,A Reluctant Messiah,In order to ask god what he should do
254,A Reluctant Messiah,Oh! many ilusions
255,A Reluctant Messiah,Oh! many ilusions
256,A Reluctant Messiah,In the lights of the sunset
257,A Reluctant Messiah,"In the lights of the sunset,"
258,A Reluctant Messiah,How many secrets there are?
259,A Reluctant Messiah,He heard nothing but his own voice saying
260,A Reluctant Messiah,"""let thy will be done, choose your own"
261,A Reluctant Messiah,"Away to be trully happy"""
262,A Reluctant Messiah,And that voice was heard
263,A Reluctant Messiah,Across the montains and valleys
264,A Reluctant Messiah,Before the true messiah
265,A Reluctant Messiah,Who never wanted to be workshiped
266,A Reluctant Messiah,How many illusions!
267,A Verdade Sobre a Nostalgia,Tudo quanto é velho eles botam pr'eu ouvir
268,A Verdade Sobre a Nostalgia,E tanta coisa nova jogam fora sem curtir
269,A Verdade Sobre a Nostalgia,Eu não nego que a poesia dos 50 é bonita
270,A Verdade Sobre a Nostalgia,Mas todo o sentimento dos 70 onde é que fica?
271,A Verdade Sobre a Nostalgia,Eu vou fazer o que eu gosto...
272,A Verdade Sobre a Nostalgia,Eu vou
273,A Verdade Sobre a Nostalgia,Dos 50 bonita-ta
274,A Verdade Sobre a Nostalgia,Mas os 70 onde é que ele está?
275,A Verdade Sobre a Nostalgia,Por isso a nostalgia eu tô curtindo sem querer
276,A Verdade Sobre a Nostalgia,Porque está faltando alguma coisa acontecer
277,A Verdade Sobre a Nostalgia,Mamãe já ouve Beatles
278,A Verdade Sobre a Nostalgia,Papai já deslumbrou
279,A Verdade Sobre a Nostalgia,Com meu cabelo grande
280,A Verdade Sobre a Nostalgia,Eu fiquei contra o que eu já sou
281,A Verdade Sobre a Nostalgia,Eu vou fazer o que eu gosto
282,A Verdade Sobre a Nostalgia,É mãe com os Beatles e o pai falô
283,A Verdade Sobre a Nostalgia,Logo então eu fiquei contra o que eu já sou
284,A Verdade Sobre a Nostalgia,"O rock hoje em dia já mudou, virou outra coisa"
285,A Verdade Sobre a Nostalgia,É por isso que eu corto o cabelo
286,A Verdade Sobre a Nostalgia,Na curva do futuro muito carro capotou
287,A Verdade Sobre a Nostalgia,Talvez por causa disso é que a estrada ali parou
288,A Verdade Sobre a Nostalgia,"Porém, atrás da curva"
289,A Verdade Sobre a Nostalgia,Perigosa eu sei que existe
290,A Verdade Sobre a Nostalgia,Alguma coisa nova
291,A Verdade Sobre a Nostalgia,Mais vibrante e menos triste
292,A Verdade Sobre a Nostalgia,Eu vou fazer o que eu gosto
293,A Verdade Sobre a Nostalgia,Atrás da curva do perigo existe
294,A Verdade Sobre a Nostalgia,Alguma coisa bem mais nova e menos triste
295,Abre-te Sésamo,Lá vou eu de novo
296,Abre-te Sésamo,Um tanto assustado
297,Abre-te Sésamo,Com Ali-Baba
298,Abre-te Sésamo,E os quarenta ladrões
299,Abre-te Sésamo,Já não querem nada
300,Abre-te Sésamo,Com a pátria amada
301,Abre-te Sésamo,E cada dia mais
302,Abre-te Sésamo,Enchendo os meus botões...
303,Abre-te Sésamo,Lá vou eu de novo
304,Abre-te Sésamo,"Brasileiro, brasileiro nato"
305,Abre-te Sésamo,Se eu não morro eu mato
306,Abre-te Sésamo,Essa desnutrição
307,Abre-te Sésamo,Minha teimosia
308,Abre-te Sésamo,Braba de guerreiro
309,Abre-te Sésamo,É que me faz o primeiro
310,Abre-te Sésamo,Dessa procissão...
311,Abre-te Sésamo,Fecha a porta! Abre a porta!
312,Abre-te Sésamo,Abre-te Sésamo
313,Abre-te Sésamo,Fecha a Porta! Abre a porta!
314,Abre-te Sésamo,Eu disse:
315,Abre-te Sésamo,Abre-te Sésamo...
316,Abre-te Sésamo,Isso aí!
317,Abre-te Sésamo,E vamos nós de novo
318,Abre-te Sésamo,Vamo na gangorra
319,Abre-te Sésamo,No meio da zorra desse
320,Abre-te Sésamo,Desse vai-e-vem
321,Abre-te Sésamo,É tudo mentira
322,Abre-te Sésamo,Quem vai nessa pira
323,Abre-te Sésamo,Atrás do tesouro
324,Abre-te Sésamo,De Ali-bem-bem...
325,Abre-te Sésamo,É que lá vou eu de novo
326,Abre-te Sésamo,Brasileiro nato
327,Abre-te Sésamo,Se eu não morro eu mato
328,Abre-te Sésamo,Essa desnutrição
329,Abre-te Sésamo,A minha teimosia
330,Abre-te Sésamo,Braba de guerreiro
331,Abre-te Sésamo,É que me faz o primeiro
332,Abre-te Sésamo,Dessa procissão...
333,Abre-te Sésamo,Fecha a Porta! Abre a porta!
334,Abre-te Sésamo,Abre-te Sésamo
335,Abre-te Sésamo,Fecha a Porta! Abre a porta!
336,Abre-te Sésamo,Abre-te Sésamo
337,Abre-te Sésamo,Fecha a Porta! Abre a porta!
338,Abre-te Sésamo,Eu disse:
339,Abre-te Sésamo,Abre-te Sésamo
340,Abre-te Sésamo,Hêêêêi!
341,Abre-te Sésamo,Abre a porta!
342,Abre-te Sésamo,Eu disse:
343,Abre-te Sésamo,Abre-te Sésamo...
344,Água Viva,Eu conheço bem a fonte
345,Água Viva,Que desce daquele monte
346,Água Viva,Ainda que seja de noite
347,Água Viva,Nessa fonte tá escondida
348,Água Viva,O segredo dessa vida
349,Água Viva,Ainda que seja de noite
350,Água Viva,"""Êta"" fonte mais estranha"
351,Água Viva,Que desce pela montanha
352,Água Viva,Ainda que seja de noite
353,Água Viva,Sei que não podia ser mais bela
354,Água Viva,Que os céus e a terra bebem dela
355,Água Viva,Ainda que seja de noite
356,Água Viva,Sei que são caudalosas as correntes
357,Água Viva,"Que regam céus, infernos, regam gentes"
358,Água Viva,Ainda que seja de noite
359,Água Viva,Aqui se está chamando as criaturas
360,Água Viva,Que desta água se fartam mesmo às escuras
361,Água Viva,Ainda que seja de noite
362,Água Viva,Ainda que seja de noite...
363,Água Viva,Eu conheço bem a fonte
364,Água Viva,Que desce daquele monte
365,Água Viva,Ainda que seja de noite
366,Água Viva,Porque ainda é de noite
367,Água Viva,No dia claro dessa noite!
368,Água Viva,Porque ainda é de noite
369,Água Viva,No dia claro dessa noite!
370,Ain't She Sweet,"Oh ain't she sweet,"
371,Ain't She Sweet,Well see her walking down that street
372,Ain't She Sweet,Yes I ask you very confidentially:
373,Ain't She Sweet,Ain't she sweet?
374,Ain't She Sweet,"Oh ain't she nice,"
375,Ain't She Sweet,Well look her over once or twice
376,Ain't She Sweet,Yes I ask you very confidentially:
377,Ain't She Sweet,Ain't she nice?
378,Ain't She Sweet,Just cast an eye in her direction
379,Ain't She Sweet,"Oh me oh my, ain't that perfection?"
380,Ain't She Sweet,Oh I repeat
381,Ain't She Sweet,Well don't you think that's kind of neat?
382,Ain't She Sweet,Yes I ask you very confidentially:
383,Ain't She Sweet,Ain't she sweet?
384,Ain't She Sweet,"Oh ain't that nice,"
385,Ain't She Sweet,Well look it over once or twice
386,Ain't She Sweet,Yes I ask you very confidentially:
387,Ain't She Sweet,Ain't she nice?
388,Ainda Queima a Esperança,Uma vela está queimando
389,Ainda Queima a Esperança,Hoje é nosso aniversário
390,Ainda Queima a Esperança,Está fazendo hoje um ano
391,Ainda Queima a Esperança,Que você me disse adeus
392,Ainda Queima a Esperança,Eu não sei se nessa chama
393,Ainda Queima a Esperança,Ainda queima a esperança
394,Ainda Queima a Esperança,Eu só sei que a saudade
395,Ainda Queima a Esperança,Ainda queima o coração
396,Ainda Queima a Esperança,Meus parabéns agora
397,Ainda Queima a Esperança,E feliz aniversário amor
398,Ainda Queima a Esperança,Estás feliz agora
399,Ainda Queima a Esperança,Depois que tudo acabou
400,Ainda Queima a Esperança,Depois que tudo acabou
401,Ainda Queima a Esperança,Todo dia é o mesmo dia
402,Ainda Queima a Esperança,Toda hora é qualquer hora
403,Ainda Queima a Esperança,Quanto tempo vou viver
404,Ainda Queima a Esperança,Sem esquecer o seu amor
405,Ainda Queima a Esperança,Sua história mal contada
406,Ainda Queima a Esperança,Não me sai do pensamento
407,Ainda Queima a Esperança,Eu bem sei que foi desculpa
408,Ainda Queima a Esperança,Teve alguém em meu lugar
409,Al Capone,Cumquêquê! Cumquêcumquê!
410,Al Capone,Quênêu!
411,Al Capone,Cumquêquê! Cumquêcumquê!
412,Al Capone,Quênêu!...
413,Al Capone,Ei! Al Capone
414,Al Capone,Vê se te emenda
415,Al Capone,"Já sabem do teu furo, nego"
416,Al Capone,No imposto de renda
417,Al Capone,Ei! Al Capone
418,Al Capone,Vê se te orienta
419,Al Capone,"Assim desta maneira, nego"
420,Al Capone,Chicago não aguenta...
421,Al Capone,Ei! Julio Cesar
422,Al Capone,Vê se não vai ao senado
423,Al Capone,Já sabem do teu plano
424,Al Capone,Para controlar o Estado
425,Al Capone,Ei! Lampião
426,Al Capone,"Dá no pé, desapareça"
427,Al Capone,Pois eles vão à feira
428,Al Capone,Exibir tua cabeça...
429,Al Capone,Ei! Al Capone
430,Al Capone,Vê se te orienta
431,Al Capone,"Assim dessa maneira, nego"
432,Al Capone,Chicago não aguenta
433,Al Capone,-Cuidado aê Al Capone!...
434,Al Capone,Ei! Al Capone
435,Al Capone,Vê se te emenda
436,Al Capone,Já sabem do teu furo
437,Al Capone,Meu nego!
438,Al Capone,No imposto de renda...
439,Al Capone,Ei! Al Capone
440,Al Capone,Vê se te orienta
441,Al Capone,"Assim dessa maneira, nego"
442,Al Capone,Chicago não aguenta...
443,Al Capone,Ei! Jimi Hendrix
444,Al Capone,Abandona o palco agora
445,Al Capone,Faça como fez Sinatra
446,Al Capone,Compre um carro e vá embora
447,Al Capone,Ei! Jesus Cristo
448,Al Capone,O melhor que você faz
449,Al Capone,Deixar o Pai de lado
450,Al Capone,E foge prá morrer em paz...
451,Al Capone,Ei! Al Capone
452,Al Capone,Vê se te orienta
453,Al Capone,"Assim dessa maneira, nego"
454,Al Capone,Chicago não aguenta...
455,Al Capone,Eu sou astrólogo!
456,Al Capone,Eu sou astrólogo!
457,Al Capone,Vocês precisam acreditar em mim
458,Al Capone,Eu sou astrólogo!
459,Al Capone,Eu sou astrólogo!
460,Al Capone,E conheço História
461,Al Capone,Do princípio ao fim!...
462,Alice Maria,Ali eu nasci
463,Alice Maria,Ali na Bahia
464,Alice Maria,Ali conheci
465,Alice Maria,Alice Maria
466,Alice Maria,Ali o amor
467,Alice Maria,Ali se formou
468,Alice Maria,Ali o amor
469,Alice Maria,Ali se acabou
470,Alice Maria,Alice Maria
471,Alice Maria,Alice Maria
472,Alice Maria,Adeus ao amor
473,Alice Maria,Que ali se partiu
474,Alice Maria,Alice Maria
475,Alice Maria,Alice Maria
476,Alice Maria,Adeus ao amor
477,Alice Maria,Que ali se partia
478,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Dream dream dream dream
479,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Dream dream dream
480,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,When I want you
481,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,In the night
482,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,When I want you
483,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,To hold me tight
484,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Whenever I want you all I have to do
485,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Is dream, yes, to dream"
486,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,I can make you mine
487,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Taste your lips of wine
488,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Any time
489,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Night or day
490,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,The only trouble is
491,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Gee, whiz"
492,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,I'm dreaming my life away
493,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,When I want you
494,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Oh, I could die"
495,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,I need you so
496,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,And that is why?
497,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Whenever I won you
498,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,All I have to do is dream
499,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Dream, dream, dream, dream"
500,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Yes, to dream, dream now ya"
501,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Put your head on my shoulder
502,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Squeeze me oh so tight, baby"
503,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Let the kiss the night
504,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"You know, maybe"
505,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,You and I can fall in love
506,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,They say that love's a game
507,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,A game you just can't win
508,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,If there's a way
509,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,I'll find it some day
510,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,And make this dream come true
511,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Put your head on my shoulder
512,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Whisper in my ear. Baby
513,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Things I want to hear, maybe"
514,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,You and I will fall in love
515,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,I got a letter from a fan of mine
516,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,She sent her pictures
517,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,But the letter wasn't signed
518,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Now I'd like to meet her
519,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,So I hope she's listening...
520,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Dear someone, whoever you may be"
521,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Dear someone, I'm glad you wrote to me"
522,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,Got the photo you enclosed
523,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,You're a dream and heaven knows
524,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,I'm glad that you're a fan of mine
525,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,I'd like to know you better
526,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,But you didn't sign your letter
527,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Ooh, dear someone, you with the ponytail"
528,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear Someone,"Please write me and this time, please, don't fail"
