,nome,verso
3403,Fear Of The Rain,Today I know
3404,Fear Of The Rain,That nobody in this world
3405,Fear Of The Rain,She is happy having loved once
3406,Fear Of The Rain,Once
3407,Fear Of The Rain,I lost my fear
3408,Fear Of The Rain,"My fear, my fear of rain"
3409,Fear Of The Rain,For the rain coming down to earth
3410,Fear Of The Rain,Brings things from the air
3411,Fear Of The Rain,I learned the secret
3412,Fear Of The Rain,"The secret, the secret of life"
3413,Fear Of The Rain,Seeing the stones cry
3414,Fear Of The Rain,alone in the same place
3415,Fear Of The Rain,Seeing the stones cry
3416,Fear Of The Rain,Alone in the same place
3417,Fear Of The Rain,Seeing the stones that dream
3418,Fear Of The Rain,Alone in the same place
3419,Fool's Gold,I should now be feeling happy
3420,Fool's Gold,Since I have a fine new job
3421,Fool's Gold,A wife an' family
3422,Fool's Gold,I'm the model man who made it
3423,Fool's Gold,Every month a thousand bucks
3424,Fool's Gold,I should thank the Lord I have it
3425,Fool's Gold,And my success as an artist
3426,Fool's Gold,Should be proud I've got a Chevy
3427,Fool's Gold,I'm the kind of guy that lucks
3428,Fool's Gold,"So, I should now be glad as glad"
3429,Fool's Gold,With my brand new home is the best quarter
3430,Fool's Gold,After starving for two years
3431,Fool's Gold,In this whore of whores of towns
3432,Fool's Gold,Should be proud of being socially
3433,Fool's Gold,Respected and even feared
3434,Fool's Gold,But I think this kind of success
3435,Fool's Gold,Is for circuses and for clowns
3436,Fool's Gold,"You know, I should be vain and proud"
3437,Fool's Gold,To have won my place in life
3438,Fool's Gold,But I must vow I´m dazed
3439,Fool's Gold,And I just don´t know where I am at
3440,Fool's Gold,Because it was so easy picking
3441,Fool's Gold,"So I ask myself, ""And now""?"
3442,Fool's Gold,I have so many worlds to conquer
3443,Fool's Gold,And I know I can not be even satisfied with that
3444,Fool's Gold,I should be happy God has granted me
3445,Fool's Gold,Sundays that I wanted
3446,Fool's Gold,With my family to play the father
3447,Fool's Gold,To play the husband and display
3448,Fool's Gold,But a monumental bore
3449,Fool's Gold,You will find I am and more
3450,Fool's Gold,Don't you feel I'm happy and easy
3451,Fool's Gold,At the end of every day
3452,Fool's Gold,Stand against a looking glass
3453,Fool's Gold,"And see yourself, what an ass"
3454,Fool's Gold,God and devil took the mass
3455,Fool's Gold,On ten percent use of your brain
3456,Fool's Gold,You are a doctor of philosophy
3457,Fool's Gold,"Priest or copper, what a topper"
3458,Fool's Gold,Don't you wish you could grow young
3459,Fool's Gold,And start it all again?
3460,Fool's Gold,You don't find me gladly slitting
3461,Fool's Gold,On a throne made of my savings
3462,Fool's Gold,In my heavily-mortgaged home
3463,Fool's Gold,Waiting for my coming death
3464,Fool's Gold,"Yeah, for two wonders gravitating flying saucers"
3465,Fool's Gold,"I'm awaiting, yes, I'm awaiting"
3466,Fool's Gold,At the neighbor's fence
3467,Fool's Gold,Hoping and looking across the heath
3468,Fool's Gold,"Yeah, I bet you won't find me gladly slitting"
3469,Fool's Gold,On a throne made of my savings
3470,Fool's Gold,In my heavily-mortgaged home
3471,Fool's Gold,Waiting for my coming death
3472,Fool's Gold,"Yeah, for two wonders gravitating flying saucers, saucers"
3473,Fool's Gold,"I'm awaiting, yes, I'm awaiting"
3474,Fool's Gold,At my neighbor's fence
3475,Fool's Gold,Hoping and looking across the heath
3476,Gente,Gente é tão louca
3477,Gente,E no entanto tem sempre razão
3478,Gente,Quando consegue um dedo
3479,Gente,"Já não serve mais, quer a mão"
3480,Gente,E o problema é tão fácil de perceber
3481,Gente,É que gente
3482,Gente,Gente nasceu pra querer
3483,Gente,Gente tá sempre querendo
3484,Gente,Chegar lá no alto
3485,Gente,Pra no fim descobrir
3486,Gente,Já cansado que tudo é tão chato
3487,Gente,Mas o engano é bem fácil de se entender
3488,Gente,É que gente
3489,Gente,Gente nasceu pra querer
3490,Gente,"Em casa, na rua, na praia, na escola ou no bar... ah!"
3491,Gente,"Gente fingindo, escondendo seu medo de amar...oh!"
3492,Gente,Gente é tão louca
3493,Gente,E no entanto tem sempre razão
3494,Gente,Quando consegue um dedo
3495,Gente,"Já não serve mais, quer a mão"
3496,Gente,E o problema é tão fácil de perceber
3497,Gente,É que gente
3498,Gente,"Gente nasceu pra querer, ok,        gente, gente"
3499,Gente,"Em casa, na rua, na praia, na escola ou no bar... ah!"
3500,Gente,"Gente fingindo, escondendo seu medo de amar...oh!"
3501,Gente,Gente é tão louca
3502,Gente,E no entanto tem sempre razão
3503,Gente,Quando consegue um dedo
3504,Gente,"Já não serve mais, quer a mão"
3505,Gente,E o problema é tão fácil de perceber
3506,Gente,É que gente
3507,Gente,Gente nasceu pra querer
3508,Gente,É que gente
3509,Gente,Gente nasceu pra querer...
3510,Gita,"Eu, que já andei pelos quatro cantos do mundo procurando"
3511,Gita,Foi justamente num sonho que Ele me falou
3512,Gita,Às vezes você me pergunta
3513,Gita,Por que é que eu sou tão calado
3514,Gita,Não falo de amor quase nada
3515,Gita,Nem fico sorrindo ao teu lado
3516,Gita,Você pensa em mim toda hora
3517,Gita,"Me come, me cospe, me deixa"
3518,Gita,Talvez você não entenda
3519,Gita,Mas hoje eu vou lhe mostrar
3520,Gita,Eu sou a luz das estrelas
3521,Gita,Eu sou a cor do luar
3522,Gita,Eu sou as coisas da vida
3523,Gita,Eu sou o medo de amar
3524,Gita,Eu sou o medo do fraco
3525,Gita,A força da imaginação
3526,Gita,O blefe do jogador
3527,Gita,"Eu sou, eu fui, eu vou"
3528,Gita,(Gita! Gita! Gita! Gita! Gita!)
3529,Gita,Eu sou o seu sacrifício
3530,Gita,A placa de contramão
3531,Gita,O sangue no olhar do vampiro
3532,Gita,E as juras de maldição
3533,Gita,Eu sou a vela que acende
3534,Gita,Eu sou a luz que se apaga
3535,Gita,Eu sou a beira do abismo
3536,Gita,Eu sou o tudo e o nada
3537,Gita,Por que você me pergunta?
3538,Gita,Perguntas não vão lhe mostrar
3539,Gita,Que eu sou feito da terra
3540,Gita,"Do fogo, da água e do ar"
3541,Gita,Você me tem todo dia
3542,Gita,Mas não sabe se é bom ou ruim
3543,Gita,Mas saiba que eu estou em você
3544,Gita,Mas você não está em mim
3545,Gita,"Das telhas, eu sou o telhado"
3546,Gita,A pesca do pescador
3547,Gita,A letra A tem meu nome
3548,Gita,"Dos sonhos, eu sou o amor"
3549,Gita,Eu sou a dona de casa
3550,Gita,Nos pegue-pagues do mundo
3551,Gita,Eu sou a mão do carrasco
3552,Gita,"Sou raso, largo, profundo"
3553,Gita,(Gita! Gita! Gita! Gita! Gita!)
3554,Gita,Eu sou a mosca da sopa
3555,Gita,E o dente do tubarão
3556,Gita,Eu sou os olhos do cego
3557,Gita,E a cegueira da visão
3558,Gita,"Eu, mas eu sou o amargo da língua"
3559,Gita,"A mãe, o pai e o avô"
3560,Gita,O filho que ainda não veio
3561,Gita,"O início, o fim e o meio"
3562,Gita,"O início, o fim e o meio"
3563,Gita,"Eu sou o início, o fim e o meio"
3564,Gita,"Eu sou o início, o fim e o meio"
3565,Good Rockin' Tonight,"I'm a mighty, mighty man."
3566,Good Rockin' Tonight,"I heard the news,"
3567,Good Rockin' Tonight,There's good rockin' tonight.
3568,Good Rockin' Tonight,"Well, we're gonna rock, rock, rock,"
3569,Good Rockin' Tonight,"Come on and rock, rock, rock,"
3570,Good Rockin' Tonight,"Well, rock, rock, rock, rock,"
3571,Good Rockin' Tonight,"Let's rock, rock, rock, rock,"
3572,Good Rockin' Tonight,We're gonna rock all our blues away.
3573,Good Rockin' Tonight,(Falado)
3574,Good Rockin' Tonight,"Alô!Galera do rock Raul Seixas aquabou de cantar,"
3575,Good Rockin' Tonight,"""Good Rockin' Tonight"""
3576,Gospel,Por que que o Sol nasceu de novo
3577,Gospel,E não amanheceu?
3578,Gospel,Por que que tanta honestidade
3579,Gospel,No espaço se perdeu?
3580,Gospel,Por que que Cristo não desceu lá do céu
3581,Gospel,E o veneno só tem gosto de mel?
3582,Gospel,Por que que a água não matou a sede de quem bebeu?
3583,Gospel,Por que que eu passo a vida inteira
3584,Gospel,Com medo de morrer?
3585,Gospel,Por que que os sonhos foram feitos
3586,Gospel,Pra gente não viver?
3587,Gospel,Por que que a sala fica sempre arrumada
3588,Gospel,Se ela passa o dia inteiro fechada?
3589,Gospel,Por que que eu tenho caneta e não consigo escrever? (Escrever)
3590,Gospel,Por que que existem as canções
3591,Gospel,E ninguém quer cantar?
3592,Gospel,Por que que sempre a solidão
3593,Gospel,Vem junto com o luar?
3594,Gospel,Por que que aquele que você quer tão bem
3595,Gospel,Já tem sempre ao seu lado outro alguém?
3596,Gospel,"Por que que eu gasto tempo sempre, sempre a perguntar? (Perguntar)"
3597,Gospel,"Por que que eu passo a vida inteira (ah, por que)"
3598,Gospel,"Com medo de morrer? (ah, por que)"
3599,Gospel,"Por que que os sonhos foram feitos (ah, por que)"
3600,Gospel,"Pra gente não viver? (Ah, por que)"
3601,Gospel,Por que que a sala fica sempre arrumada
3602,Gospel,Se ela passa o dia inteiro fechada?
3603,Gospel,Por que tenho caneta e não consigo escrever? (Escrever)
3604,Gospel,"Por que que existem as canções (ah, por que)"
3605,Gospel,"E ninguém quer cantar? (Ah, por que)"
3606,Gospel,"Por que que sempre a solidão (ah, por que)"
3607,Gospel,"Vem junto com o luar? (Ah, por que)"
3608,Gospel,Por que que aquele que você quer tão bem
3609,Gospel,Já tem sempre ao seu lado outro alguém?
3610,Gospel,"Por que que eu gasto tempo sempre, sempre a perguntar? (Perguntar)"
3611,Honey Don't,"Well how come you say you will when you won't,"
3612,Honey Don't,"Say you do, baby, when you don't?"
3613,Honey Don't,"Let me know honey how you feel,"
3614,Honey Don't,"Tell the truth now, is love real?"
3615,Honey Don't,"But uh huh well honey don't, well honey don't,"
3616,Honey Don't,"honey don't, honey don't, honey don't"
3617,Honey Don't,"I say you will when you won't, uh huh honey, don't."
3618,Honey Don't,"Well I love you, baby, and you ought to know"
3619,Honey Don't,"I like the way that you wear your clothes,"
3620,Honey Don't,"Everything about you is so doggone sweet,"
3621,Honey Don't,You got that sand all over your feet.
3622,Honey Don't,"But uh huh well honey don't, honey don't,"
3623,Honey Don't,"honey don't, honey don't, honey don't"
3624,Honey Don't,"I say you will when you won't, uh huh honey, don't."
3625,Honey Don't,"[Oh, rock on George, one time for me.]"
3626,Honey Don't,[I feel fine.]
3627,Honey Don't,Mmmm hmm
3628,Honey Don't,[I'm sad.]
3629,Honey Don't,"Well sometimes I love you on a Saturday night,"
3630,Honey Don't,Sunday morning you don't look right.
3631,Honey Don't,"You've been out painting the town,"
3632,Honey Don't,"uh huh baby, been stepping around."
3633,Honey Don't,"But uh huh well honey don't, I said honey don't,"
3634,Honey Don't,"honey don't, honey don't, honey don't"
3635,Honey Don't,"I say you will when you won't, uh huh honey, don't."
3636,Honey Don't,"[Oh, rock on George, for Ringo one time.]"
3637,Honey Don't,"Well honey don't, well honey don't,"
3638,Honey Don't,"A little little honey don't,"
3639,Honey Don't,"I say you will when you won't, uh huh honey, don't."
3640,How Could I Know,Reformulation
3641,How Could I Know,Rearrange the game you're in
3642,How Could I Know,Let us start from the begin
3643,How Could I Know,With confidence you'll win
3644,How Could I Know,That's the reason you were born
3645,How Could I Know,"'Cause Jesus Christ, man"
3646,How Could I Know,Won't be coming
3647,How Could I Know,Back no more
3648,How Could I Know,He set up his proper laws
3649,How Could I Know,And you know well that he did
3650,How Could I Know,Just what
3651,How Could I Know,He should have done
3652,How Could I Know,As I was growing
3653,How Could I Know,And my hair was getting longer
3654,How Could I Know,I was feeling so much stronger
3655,How Could I Know,I could carry my guitar
3656,How Could I Know,And I knew that I could sing!
3657,How Could I Know,"But hey, how could I know?"
3658,How Could I Know,The wind would blow with the rain
3659,How Could I Know,"Hey, how could I see"
3660,How Could I Know,What would they make
3661,How Could I Know,Out of me?
3662,How Could I Know,"When I was little, used to dream"
3663,How Could I Know,I was a king
3664,How Could I Know,Now they taught me how to sing
3665,How Could I Know,Think I've got most everything
3666,How Could I Know,I could ever ask for
3667,How Could I Know,"You've got your pencil, your guitar,"
3668,How Could I Know,Your amplifier
3669,How Could I Know,Searching for the lousy liars
3670,How Could I Know,You will set this world on fire
3671,How Could I Know,Like nero did to rome! Yeah!
3672,How Could I Know,"But hey, how could I know"
3673,How Could I Know,My eyes could see in the dark?
3674,How Could I Know,"Hey, don't press on me"
3675,How Could I Know,I'm not to blame can't you see?
3676,How Could I Know,It's been too long now
3677,How Could I Know,"Since the latest ""reb"" has gone"
3678,How Could I Know,Who knows you'll be the next
3679,How Could I Know,To go down in history?
3680,How Could I Know (Love Was To Go),It brings me sadness
3681,How Could I Know (Love Was To Go),Just remembering getting home
3682,How Could I Know (Love Was To Go),From a tiring day of work
3683,How Could I Know (Love Was To Go),She would hold me very tight
3684,How Could I Know (Love Was To Go),And kiss me tenderly
3685,How Could I Know (Love Was To Go),"We sat awhile, and she'd tell me all the news"
3686,How Could I Know (Love Was To Go),How she took the kids to school
3687,How Could I Know (Love Was To Go),And she found them at the zoo
3688,How Could I Know (Love Was To Go),Thorowing peanuts to the bears
3689,How Could I Know (Love Was To Go),"Oh, this remembrance keeps reflecting on my mind"
3690,How Could I Know (Love Was To Go),When the days ran calm and fine
3691,How Could I Know (Love Was To Go),And I had her by my side
3692,How Could I Know (Love Was To Go),Swearing love eternally
3693,How Could I Know (Love Was To Go),"But, hey! How could I know"
3694,How Could I Know (Love Was To Go),Love was to go after all this time?
3695,How Could I Know (Love Was To Go),Hey! How could I see
3696,How Could I Know (Love Was To Go),She would leave me after all this time?
3697,How Could I Know (Love Was To Go),Little by little our sky was getting darker
3698,How Could I Know (Love Was To Go),Our dreams were running farther
3699,How Could I Know (Love Was To Go),"Smiles becoming harder, in the distance of us two"
3700,How Could I Know (Love Was To Go),Our loving glaces very rarely they were meeting
3701,How Could I Know (Love Was To Go),"We were always, always fleeing"
3702,How Could I Know (Love Was To Go),From a love we felt was ending
3703,How Could I Know (Love Was To Go),Still we never said a word
3704,How Could I Know (Love Was To Go),"But, hey! How could I know"
3705,How Could I Know (Love Was To Go),Love was to go after all this time?
3706,How Could I Know (Love Was To Go),Hey! How could I see
3707,How Could I Know (Love Was To Go),She would leave me after this time?
3708,How Could I Know (Love Was To Go),Then one fine morning with a torn and aching heart
3709,How Could I Know (Love Was To Go),We decided we should part
3710,How Could I Know (Love Was To Go),For it was late to restart
3711,How Could I Know (Love Was To Go),A love that never was
3712,How Could I Know (Love Was To Go),I still can picture: You were standing at the railing
3713,How Could I Know (Love Was To Go),Saw your taxi that was waiting
3714,How Could I Know (Love Was To Go),Held a tear when you were waving your very last good-bye
3715,How Could I Know (Love Was To Go),The kids were with me as your taxi drove away
3716,How Could I Know (Love Was To Go),I had nothing more to say
3717,How Could I Know (Love Was To Go),So I put them all to sleep
3718,I Am (Gita),Since the beginning of time
3719,I Am (Gita),Man has search for the great answer
3720,I Am (Gita),It was given
3721,I Am (Gita),Today I give it once more
3722,I Am (Gita),Sometimes you ask me a question
3723,I Am (Gita),You ask why I talk so little
3724,I Am (Gita),I hardly ever speak of love
3725,I Am (Gita),Don't side you and smiling so brittle
3726,I Am (Gita),You think of me all the time
3727,I Am (Gita),"You eat me, spew me and leave me"
3728,I Am (Gita),"Come forth, see through your ears"
3729,I Am (Gita),Cause today I'll challenge your sight
3730,I Am (Gita),I am the star of the starlights
3731,I Am (Gita),I am the child of the Moon
3732,I Am (Gita),"Yes, I am your hatred of love"
3733,I Am (Gita),I am too late and too soon
3734,I Am (Gita),"Yes, I am the fear of failure"
3735,I Am (Gita),I am the power of will
3736,I Am (Gita),I am the bluff of the gambler
3737,I Am (Gita),"I am. I move, I'm still"
3738,I Am (Gita),"Yes, I am your sacrifice"
3739,I Am (Gita),The placard that spells forbidden
3740,I Am (Gita),Blood in the eyes of the vampire
3741,I Am (Gita),I am the curse unbidden
3742,I Am (Gita),"Yes, I am the black and the Indian"
3743,I Am (Gita),I am the WASP and the jew
3744,I Am (Gita),I am the Bible and the I-Ching
3745,I Am (Gita),"The red, the white and the blue"
3746,I Am (Gita),Why do you ask me a question?
3747,I Am (Gita),Asking is not going to show
3748,I Am (Gita),That I am all things in existence
3749,I Am (Gita),"I am, I was, I go"
3750,I Am (Gita),You have me with you forever
3751,I Am (Gita),Not knowing if it's bad or good
3752,I Am (Gita),But know that I am in yourself
3753,I Am (Gita),Why don't you just meet me in the woods?
3754,I Am (Gita),For I am the eaves of the roof
3755,I Am (Gita),I am the fish and the fisher
3756,I Am (Gita),"""A"" is the first of my name"
3757,I Am (Gita),"Yes, I am the hope of the wisher"
3758,I Am (Gita),"Yes, I am the housewife and the whore"
3759,I Am (Gita),Hunting the markets asleep
3760,I Am (Gita),I am the devil at your door
3761,I Am (Gita),"I'm shallow, wide and deep"
3762,I Am (Gita),I am the law of Thelema
3763,I Am (Gita),I am the fang of the shark
3764,I Am (Gita),"Yes, I am the eyes of the blind man"
3765,I Am (Gita),"Yes, I am the light in the dark"
3766,I Am (Gita),"Yes, I am bitter in your tongue"
3767,I Am (Gita),"Mother, father and the riddle"
3768,I Am (Gita),"Yes, I am the son yet to come"
3769,I Am (Gita),"Yes, I'm the beginning, the end and the middle"
3770,I Don't Really Need You Anymore,I don't really need you anymore
3771,I Don't Really Need You Anymore,I've told you that some time before
3772,I Don't Really Need You Anymore,You never got to understand
3773,I Don't Really Need You Anymore,And not even care to be my friend
3774,I Don't Really Need You Anymore,I don't really need you
3775,I Don't Really Need You Anymore,I don't really need you
3776,I Don't Really Need You Anymore,I don't really need you anymore
3777,I Don't Really Need You Anymore,I can do better by myself
3778,I Don't Really Need You Anymore,"When I was low you'd put me down, so down"
3779,I Don't Really Need You Anymore,You've been a stone right in my way
3780,I Don't Really Need You Anymore,I never had the guts to say
3781,I Don't Really Need You Anymore,I don't really need you
3782,I Don't Really Need You Anymore,I don't really need you
3783,I Don't Really Need You Anymore,I don't really need you anymore
3784,I Don't Really Need You Anymore,You got your chance to go right now
3785,I Don't Really Need You Anymore,Before I knock you on the ground
3786,I Don't Really Need You Anymore,Now I'm so clear and I can see
3787,I Don't Really Need You Anymore,"You've never been the girl for me, man"
3788,I Don't Really Need You Anymore,I work at day and work at night
3789,I Don't Really Need You Anymore,"Trying hard to make you feel all right, all right"
3790,I Don't Really Need You Anymore,You never showed cooperation
3791,I Don't Really Need You Anymore,"Too cool to show consideration, now"
3792,I Don't Really Need You Anymore,I don't really need you
3793,I Don't Really Need You Anymore,I don't really need you
3794,I Don't Really Need You Anymore,I don't really need you anymore
3795,I Don't Really Need You Anymore,You got your chance to go right now
3796,I Don't Really Need You Anymore,Before I knock you on the ground
3797,I Don't Really Need You Anymore,Now I'm so clear and I can see
3798,I Don't Really Need You Anymore,"You've never been the girl for me, man"
3799,I Don't Really Need You Anymore,You never showed cooperation
3800,I Don't Really Need You Anymore,"Too cool to show consideration, now"
3801,I Don't Really Need You Anymore,"I don't really need you  (yes, I don't)"
3802,I Don't Really Need You Anymore,"I don't really need you  (yes, I don't)"
3803,I Don't Really Need You Anymore,I don't really need you anymore
3804,I Don't Really Need You Anymore,(One more time now)
3805,I Don't Really Need You Anymore,"I don't really need you  (yes, I don't)"
3806,I Don't Really Need You Anymore,"I don't really need you  (yes, I don't)"
3807,I Don't Really Need You Anymore,I don't really need you anymore
3808,I'll Cry Instead,"I've got every reason on earth to be mad, 'cause I've just"
3809,I'll Cry Instead,"Lost the only girl I had. If I could get my way, I'd get"
3810,I'll Cry Instead,"Myself locked up today, but I can't so I cry instead."
3811,I'll Cry Instead,"I've got a chip on my shoulder that's bigger than my feet, I"
3812,I'll Cry Instead,"Can't talk to people that I meet. If I could see you now,"
3813,I'll Cry Instead,"I'd try to make you sad somehow, but I can't so I cry instead."
3814,I'll Cry Instead,"Don't want to cry when there's people there, I get shy when"
3815,I'll Cry Instead,"They start to stare, I'm gonna hide myself away, ay hay;"
3816,I'll Cry Instead,But I'll come back again someday.
3817,I'll Cry Instead,"And when I do you'd better hide all the girls, I'm gonna"
3818,I'll Cry Instead,"Break their hearts all 'round the world. Yes, I'm gonna"
3819,I'll Cry Instead,"Break them in two, and show you what your loving man can"
3820,I'll Cry Instead,"Do, until then I'll cry instead."
3821,I'll Cry Instead,"Don't want to cry when there's people there, I get shy when"
3822,I'll Cry Instead,"They start to stare, I'm gonna hide myself away, ay hay;"
3823,I'll Cry Instead,But I'll come back again someday.
3824,I'll Cry Instead,"And when I do you'd better hide all the girls, 'cause I'm gonna"
3825,I'll Cry Instead,"Break their hearts all 'round the world. Yes, I'm gonna"
3826,I'll Cry Instead,"Break them in two, and show you what your loving man can"
3827,I'll Cry Instead,"Do, until then I'll cry instead."
3828,Ide a Mim Dada,"Ide a mim, Dada"
3829,Ide a Mim Dada,"Vinde a mim, neném"
3830,Ide a Mim Dada,"Bate uma, xará"
3831,Ide a Mim Dada,Que eu quero outra também
3832,Ide a Mim Dada,"Ide a mim, Dada"
3833,Ide a Mim Dada,"Vinde a mim, neném"
3834,Ide a Mim Dada,"Bate uma, xará"
3835,Ide a Mim Dada,Que eu quero outra também
3836,Ide a Mim Dada,É que eu tô trazendo
3837,Ide a Mim Dada,A novidade total
3838,Ide a Mim Dada,Foi feito pra nós
3839,Ide a Mim Dada,Para o povo em geral
3840,Ide a Mim Dada,Quem dança comigo a dança do Ide a mim
3841,Ide a Mim Dada,"Vai se viciar, não vai querer mais sair"
3842,Ide a Mim Dada,"Ide a mim, Dada"
3843,Ide a Mim Dada,"Vinde a mim, neném"
3844,Ide a Mim Dada,"Bate uma, xará"
3845,Ide a Mim Dada,Que eu quero outra também
3846,Ide a Mim Dada,"Ide a mim, Dada"
3847,Ide a Mim Dada,"Vinde a mim, neném"
3848,Ide a Mim Dada,"Bate uma, xará"
3849,Ide a Mim Dada,Que eu quero outra também
3850,Ide a Mim Dada,"Ide a mim, Dada"
3851,Ide a Mim Dada,"Vinde a mim, neném"
3852,Ide a Mim Dada,"Bate uma, xará"
3853,Ide a Mim Dada,Que eu quero outra também
3854,Ide a Mim Dada,"Nem de vitória,"
3855,Ide a Mim Dada,Nem de derrota eu falei
3856,Ide a Mim Dada,Tudo o que eu quero é ouvir o povo a cantar
3857,Ide a Mim Dada,Pra consciência é que eu não posso mentir
3858,Ide a Mim Dada,Pois meu travesseiro não me deixa dormir
3859,Ide a Mim Dada,I must go my way
3860,Ide a Mim Dada,I must go my way
3861,Ide a Mim Dada,I must go my way
3862,Ide a Mim Dada,I must go my way
3863,Ide a Mim Dada,I must go my way
3864,Ide a Mim Dada,I must go my way
3865,Ide a Mim Dada,I must go my way
3866,Ide a Mim Dada,I must go my way
3867,Ide a Mim Dada,"Ide a mim, Dada"
3868,Ide a Mim Dada,"Vinde a mim, neném"
3869,Ide a Mim Dada,"Bate uma, xará"
3870,Ide a Mim Dada,Que eu quero outra também
3871,Ide a Mim Dada,"Ide a mim, Dada"
3872,Ide a Mim Dada,"Vinde a mim, neném"
3873,Ide a Mim Dada,"Bate uma, xará"
3874,Ide a Mim Dada,Que eu quero outra também
3875,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well Joe, we gotta go, me oh, my oh"
3876,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",We gotta go blow the window at the bayou
3877,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","It'll take the fight in the snow, me oh, my oh"
3878,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Son of a gun, we'll have a big fun on the bayou"
3879,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well, jambalaya, the crawfish pie, the city gumbo"
3880,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well, son of a gun, we'll have a big fun on the bayou"
3881,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well joe, we gotta go, me oh, my oh"
3882,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",I don't you know we gotta go blow some window at the bayou
3883,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","I said shake, rattle and roll"
3884,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","I said shake, rattle and roll"
3885,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","I said shake, rattle and roll"
3886,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",I said shake
3887,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well, get out of the bed"
3888,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Wash you face and hands
3889,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Get out of that bed
3890,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Wash your face and hands
3891,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Yeah, honey, you gotta roll me some breakfast"
3892,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Cause I'm a hungry man
3893,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well, I believe to my soul you're the devil in nylon hose"
3894,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Don't you know I believe to my soul you're the devil in nylon hose
3895,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",The harder I work the faster my money goes
3896,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","I said shake, rattle and roll"
3897,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","I said shake, rattle and roll"
3898,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","I said shake, rattle and roll"
3899,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","I said shake, rattle and roll"
3900,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well, you never do nothing to save your doggone soul"
3901,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well, you never do nothing to save your doggone soul"
3902,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Yeah, baby, you never do nothing to save"
3903,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Bop-a-lena, bop-a-lena, she's my gal"
3904,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","oh, Bop-a-lena, bop-a-lena, yeah, she's my gal"
3905,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",She's my gal and I love her so
3906,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Oop-scooby-dooby-lena, go-gal-go"
3907,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Well the school bells are ringing, everybody's going out"
3908,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Going to the shag, gonna shake it all about"
3909,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Bop-a-lena looking like a rose from de wild
3910,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Man, I dig that freak juvenile"
3911,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Bop-a-lena looking like a real cool chick
3912,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",Look at her join the other freaks
3913,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Bop-a-lena, bop-a-lena, yeah, she's my gal"
3914,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Oh, Bop-a-lena, bop-a-lena, yeah, she's my gal"
3915,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)",She's my gal and I love her so
3916,"Jambalaya / Shake, Rattle And Roll / Bop-A-Lena (Medley)","Oop-scooby-dooby-lena, go-gal-go"
3917,Judas,(Preâmbulo)
3918,Judas,(Ei! Quem é você?)
